type,clientName,clientNameEn,code,description,exchange,full_name,name,securityName,stockNo,createdAt,updatedAt,marketCapPrev,sharesOutstanding,sort,symbol_ref,lastDateSyncIDS
s,Công ty Cổ phần Hải Minh,Hai Minh Corporation,HMH,CTCP Hải Minh,HNX,HMH,HMH,,hnx:12193,2022-02-18T12:28:40.929Z,2023-10-04T01:30:00.796Z,141324117000.0,12847647.0,,,
s,Công ty Cổ phần Tập đoàn GCL,GCL Group Joint Stock Company,KDM,TỔNG CÔNG TY KHU DÂN MỚI,HNX,KDM,KDM,,hnx:74401,2022-02-18T12:28:40.938Z,2023-10-04T01:30:01.036Z,145550000000.0,7100000.0,,,
s,Công ty Cổ phần Viglacera Hạ Long,Viglacera Ha Long Joint Stock Company,VHL,Viglacera Hạ Long,HNX,VHL,VHL,,hnx:5725,2022-02-18T12:28:40.916Z,2023-10-04T01:30:00.574Z,397500000000.0,25000000.0,,,
s,Công ty Cổ Phần Dược Phẩm Trung Ương 3,Central Phamarceutical Joint Stock Company No 3,DP3,Dược phẩm TW 3,HNX,DP3,DP3,,hnx:73499,2022-02-18T12:28:40.912Z,2023-10-04T01:30:00.429Z,1289995980000.0,21499933.0,,,
s,Công ty Cổ phần KASATI,Kasati Joint Stock Company,KST,CTCP KASATI,HNX,KST,KST,,hnx:12892,2022-02-18T12:28:40.913Z,2023-10-04T01:30:00.496Z,76098654000.0,5992020.0,,,
s,Công ty Cổ phần Xi măng VICEM Hoàng Mai,VICEM Hoang Mai Cement Joint Stock Company,HOM,Xi măng Hoàng Mai,HNX,HOM,HOM,,hnx:6724,2022-02-18T12:28:40.930Z,2023-10-04T01:30:00.814Z,381587974300.0,71997731.0,,,
s,Công ty Cổ phần Tập đoàn Danh Khôi,Danh Khoi Group Joint Stock Company,NRC,Tập đoàn Danh Khôi,HNX,NRC,NRC,,hnx:77079,2022-02-18T12:28:40.939Z,2023-10-04T01:30:01.142Z,472248586200.0,92597762.0,,,
s,Công ty Cổ phần Dược phẩm Dược liệu Pharmedic,Pharmedic Pharmaceutical Medicinal Joint Stock Company,PMC,Dược Pharmedic,HNX,PMC,PMC,,hnx:7284,2022-02-18T12:28:40.941Z,2023-10-04T01:30:01.225Z,704609261500.0,9332573.0,,,
s,Công ty Cổ phần Chứng khoán Dầu khí,Petrovietnam Securities Incorporated,PSI,CK Dầu khí,HNX,PSI,PSI,,hnx:12092,2022-02-18T12:28:40.943Z,2023-10-04T01:30:01.344Z,526603440000.0,59841300.0,,,
s,Tổng Công ty Cổ phần Tái bảo hiểm Quốc gia Việt Nam,Viet Nam National Reinsurance Corporation,VNR,Tái bảo hiểm VN,HNX,VNR,VNR,,hnx:141,2022-02-18T12:28:40.917Z,2023-10-04T01:30:00.606Z,4205565927000.0,150737130.0,,,
s,Công ty Cổ phần Tasco,Tasco Joint Stock Company,HUT,CTCP TASCO,HNX,HUT,HUT,,hnx:4204,2022-02-18T12:28:40.935Z,2023-10-04T01:30:00.889Z,19724514426500.0,892511965.0,,,
s,Công ty Cổ phần Than Núi Béo - Vinacomin,Vinacomin NuiBeo Coal Joint Stock Company,NBC,Than Núi Béo,HNX,NBC,NBC,,hnx:1721,2022-02-18T12:28:40.938Z,2023-10-04T01:30:01.069Z,406990364000.0,36999124.0,,,
s,Công ty Cổ phần Bia Hà Nội - Hải Dương,Hanoi - Haiduong Beer Joint Stock Company,HAD,Bia HN Hải Dương,HNX,HAD,HAD,,hnx:7444,2022-02-18T12:28:40.923Z,2023-10-04T01:30:00.627Z,71200000000.0,4000000.0,,,
s,Công ty Cổ phần Phân bón và hóa chất dầu khí Đông Nam Bộ,South-East PetroVietnam Fertilizer and Chemicals Joint Stock Company,PSE,H.chất DK Đ.N.Bộ,HNX,PSE,PSE,,hnx:73219,2022-02-18T12:28:40.942Z,2023-10-04T01:30:01.323Z,136250000000.0,12500000.0,,,
s,Công ty Cổ phần Nhựa Thiếu niên Tiền Phong,Tien Phong Plastics Joint Stock Company,NTP,Nhựa Tiền Phong,HNX,NTP,NTP,,hnx:1181,2022-02-18T12:28:40.945Z,2023-10-04T01:30:01.404Z,4677669557400.0,129575334.0,,,
s,Công ty Cổ phần Tập đoàn COTANA,COTANA GROUP Joint Stock Company,CSC,COTANA,HNX,CSC,CSC,,hnx:7604,2022-02-18T12:28:40.913Z,2023-10-04T01:30:00.453Z,913419266700.0,31174719.0,,,
s,Công ty Cổ phần Thương nghiệp Cà Mau,Ca Mau Trading Joint Stock Company,CMV,Th.Nghiệp Cà Mau,HOSE,CMV,CMV,,hose:587,2022-02-18T12:28:40.909Z,2023-10-04T01:30:00.404Z,163402812000.0,18155868.0,,,
s,Công ty Cổ phần Thương mại Hóc Môn,Hocmon Trade Joint Stock Company,HTC,Thương mại Hóc Môn,HNX,HTC,HTC,,hnx:8884,2022-02-18T12:28:40.932Z,2023-10-04T01:30:00.832Z,374549841100.0,16499993.0,,,
s,Công ty Cổ phần Hóa chất Việt Trì,Viet Tri Chemical Joint Stock Company,HVT,Hóa chất Việt Trì,HNX,HVT,HVT,,hnx:6264,2022-02-18T12:28:40.935Z,2023-10-04T01:30:00.904Z,581268321100.0,10988059.0,,,
s,Công ty Cổ phần Than Mông Dương - Vinacomin,Vinacomin - Mong Duong Coal Joint Stock Company,MDC,Than Mông Dương,HNX,MDC,MDC,,hnx:6684,2022-02-18T12:28:40.915Z,2023-10-04T01:30:00.537Z,227034467600.0,21418346.0,,,
s,Công ty Cổ phần Logistics Vicem,Logistics Vicem Joint Stock Company,HTV,Logistics Vicem,HOSE,HTV,HTV,,hose:1318,2022-02-18T12:28:40.934Z,2023-10-04T01:30:00.873Z,126846720000.0,13104000.0,,,
s,Công ty Cổ phần Bột giặt Net,Net Detergent Joint Stock Company,NET,CTCP Bột giặt Net,HNX,NET,NET,,hnx:12713,2022-02-18T12:28:40.939Z,2023-10-04T01:30:01.126Z,1343902440000.0,22398374.0,,,
s,Công ty Cổ phần Kinh doanh Khí Miền Nam,Southern Gas Trading Joint Stock Company,PGS,Kinh doanh khí Miền Nam,HNX,PGS,PGS,,hnx:3024,2022-02-18T12:28:40.940Z,2023-10-04T01:30:01.175Z,1274969247000.0,49998794.0,,,
s,Công ty Cổ phần Bao bì Đạm Phú Mỹ,Dam Phu My Packing Joint Stock Company,PMP,Bao bì Đạm Phú Mỹ,HNX,PMP,PMP,,hnx:73740,2022-02-18T12:28:40.941Z,2023-10-04T01:30:01.241Z,50400000000.0,4200000.0,,,
s,Công ty Cổ phần Dịch vụ Phân phối Tổng hợp Dầu khí,Petroleum General Distribution Services Joint Stock Company,PSD,P.phối T.hợp D.khí,HNX,PSD,PSD,,hnx:22297,2022-02-18T12:28:40.942Z,2023-10-04T01:30:01.308Z,650959821300.0,41462409.0,,,
s,Công ty Cổ phần Công nghệ ONE,One Technologies Corporation,ONE,Truyền thông số 1,HNX,ONE,ONE,,hnx:4664,2022-02-18T12:28:40.946Z,2023-10-04T01:30:01.460Z,43415119000.0,7893658.0,,,
s,Công ty Cổ phần Đầu tư Ego Việt Nam,Ego Viet Nam Investment Joint Stock Company,HKT,Đầu tư EGO Việt Nam,HNX,HKT,HKT,,hnx:75525,2022-02-18T12:28:40.928Z,2023-10-04T01:30:00.765Z,28221133400.0,6135029.0,,,
s,Công ty Cổ phần Đầu tư Phát triển Nhà Đà Nẵng,Danang Housing Investment Development Joint Stock Company,NDN,ĐTPT Nhà Đà Nẵng,HNX,NDN,NDN,,hnx:15716,2022-02-18T12:28:40.939Z,2023-10-04T01:30:01.111Z,702247772800.0,71657936.0,,,
s,Công ty Cổ phần Thương mại và Vận tải Petrolimex Hà Nội,Petrolimex Ha Noi Transportation and Trading Joint-Stock Company,PJC,V.tải Petro HN,HNX,PJC,PJC,,hnx:1601,2022-02-18T12:28:40.941Z,2023-10-04T01:30:01.207Z,175844664000.0,7326861.0,,,
s,Công ty Cổ phần Hãng sơn Đông Á,Dong A Paint Joint Stock Company,HDA,Hãng sơn Đông Á,HNX,HDA,HDA,,hnx:14576,2022-02-18T12:28:40.926Z,2023-10-04T01:30:00.699Z,137999835000.0,27599967.0,,,
s,Công ty Cổ phần Tập đoàn Vexilla Việt Nam,Vexilla Viet Nam Group Joint Stock Company,SVN,Tập đoàn Vexilla VN,HNX,SVN,SVN,,hnx:16957,2022-02-18T12:28:40.915Z,2023-10-04T01:30:00.557Z,84000000000.0,21000000.0,,,
s,Công ty Cổ phần Thiết bị Bưu điện,Post and Telecommunication Equipment Joint Stock Company,POT,Thiết bị Bưu Điện,HNX,POT,POT,,hnx:1362,2022-02-18T12:28:40.942Z,2023-10-04T01:30:01.273Z,285621088200.0,19430006.0,,,
s,Công ty Cổ phần Tập đoàn Đầu tư DIN Capital,DIN Capital Investment Group Joint Stock Company,PDB,Vật liệu Xây dựng DUFAGO,HNX,PDB,PDB,,hnx:73599,2022-02-18T12:28:40.946Z,2023-10-04T01:30:01.496Z,85535817600.0,8909981.0,,,
s,Công ty Cổ phần Cảng Nghệ Tĩnh,Nghe Tinh Port Holding Joint Stock Company,NAP,Cảng Nghệ Tĩnh,HNX,NAP,NAP,,hnx:74821,2022-02-18T12:28:40.938Z,2023-10-04T01:30:01.050Z,114041160000.0,21517200.0,,,
s,Công ty Cổ phần Dịch vụ Hàng hóa Nội Bài,Noibai Cargo Terminal Services Joint Stock Company,NCT,Hàng hóa Nội Bài,HOSE,NCT,NCT,,hose:2197,2022-02-18T12:28:40.939Z,2023-10-04T01:30:01.087Z,2302584416000.0,26165732.0,,,
s,Công ty Cổ phần Phân lân Ninh Bình,Ninh Binh Phosphate Fertilizer Joint Stock Company,NFC,Phân lân Ninh Bình,HNX,NFC,NFC,,hnx:72519,2022-02-18T12:28:40.939Z,2023-10-04T01:30:01.157Z,185628868000.0,15731260.0,,,
s,Công ty Cổ phần PGT Holdings,PGT Holdings Joint Stock Company,PGT,PGT Holdings,HNX,PGT,PGT,,hnx:8025,2022-02-18T12:28:40.940Z,2023-10-04T01:30:01.191Z,30497943300.0,9241801.0,,,
s,Công ty Cổ phần Logistics Portserco,Portserco Logistics Joint Stock Company,PRC,CTCP Portserco,HNX,PRC,PRC,,hnx:14081,2022-02-18T12:28:40.942Z,2023-10-04T01:30:01.288Z,21120000000.0,1200000.0,,,
s,Công ty Cổ phần Sách Đại học - Dạy nghề,Higher Education And Vocational Book Joint Stock Company,HEV,Sách ĐH - Dạy nghề,HNX,HEV,HEV,,hnx:3264,2022-02-18T12:28:40.927Z,2023-10-04T01:30:00.716Z,30000000000.0,1000000.0,,,
s,Công ty Cổ phần Vinaconex 25,Vinaconex 25 Joint Stock Company,VCC,CTCP Vinaconex 25,HNX,VCC,VCC,,hnx:5964,2022-02-18T12:28:40.917Z,2023-10-04T01:30:00.590Z,268800000000.0,24000000.0,,,
s,Công ty Cổ phần Kỹ thuật và Ô tô Trường Long,Truong Long Engineering and Auto Joint Stock Company,HTL,Ô tô Trường Long,HOSE,HTL,HTL,,hose:1374,2022-02-18T12:28:40.934Z,2023-10-04T01:30:00.854Z,169800000000.0,12000000.0,,,
s,Công ty Cổ phần Cung ứng và Dịch vụ Kỹ thuật Hàng Hải,Marine Supply And Engineering Service Joint Stock Company,MAC,DV KT Hàng Hải,HNX,MAC,MAC,,hnx:8024,2022-02-18T12:28:40.947Z,2023-10-04T01:30:01.533Z,151397450000.0,15139745.0,,,
s,Công ty Cổ phần Phân lân nung chảy Văn Điển,Van Dien Fused Magnesium Phosphate Fertilizer Joint Stock Company,VAF,Phân lân Văn Điển,HOSE,VAF,VAF,,hose:3841,2022-02-18T12:28:40.904Z,2023-10-04T01:30:00.382Z,408669025800.0,37665348.0,,,
s,Công ty Cổ phần Bao bì và In Nông nghiệp,Agriculture Printing And Packaging Joint Stock Company,INN,Bao bì In N.nghiệp,HNX,INN,INN,,hnx:8264,2022-02-18T12:28:40.937Z,2023-10-04T01:30:00.966Z,772108000000.0,17956000.0,,,
s,Công ty Cổ phần Hacisco,Hacisco Joint Stock Company,HAS,CTCP Hacisco,HOSE,HAS,HAS,,hose:1292,2022-02-18T12:28:40.924Z,2023-10-04T01:30:00.642Z,62400000000.0,7800000.0,,,
s,Công ty Cổ phần Cơ khí Xăng dầu,Petroleum Mechanical Joint Stock Company,PMS,Cơ khí Xăng dầu,HNX,PMS,PMS,,hnx:6387,2022-02-18T12:28:40.941Z,2023-10-04T01:30:01.258Z,187966249200.0,7201772.0,,,
s,Công ty Cổ phần Thiết kế - Xây dựng - Thương mại Phúc Thịnh,Phuc Thinh Design Construction Trading Corporation,PTD,T.mại Phúc Thịnh,HNX,PTD,PTD,,hnx:60792,2022-02-18T12:28:40.944Z,2023-10-04T01:30:01.358Z,32000000000.0,3200000.0,,,
s,Công ty cổ phần Dịch vụ Hàng Không Sân Bay Đà Nẵng,Danang Airport Services Joint Stock Company,MAS,DV sân bay Đà Nẵng,HNX,MAS,MAS,,hnx:54124,2022-02-18T12:28:40.947Z,2023-10-04T01:30:01.551Z,128030490000.0,4267683.0,,,
s,Công ty Cổ phần Ngân Sơn,Ngan Son Joint Stock Company,NST,CTCP Ngân Sơn,HNX,NST,NST,,hnx:1762,2022-02-18T12:28:40.945Z,2023-10-04T01:30:01.382Z,94096825200.0,11202003.0,,,
s,Công ty Cổ phần Xây lắp Cơ khí và Lương thực Thực phẩm,Mechanics Construction And Foodstuff Joint Stock Company,MCF,Th.phẩm Mecofood,HNX,MCF,MCF,,hnx:15056,2022-02-18T12:28:40.948Z,2023-10-04T01:30:01.568Z,92689406800.0,10777838.0,,,
s,Ngân hàng Thương mại Cổ phần Quốc Dân,National Citizen Commercial Joint Stock Bank,NVB,Ngân hàng Quốc Dân,HNX,NVB,NVB,,hnx:12072,2022-02-18T12:28:40.945Z,2023-10-04T01:30:01.423Z,6570282326600.0,556803587.0,,,
s,Công ty Cổ phần Chứng khoán Guotai Junan (Việt Nam),Guotai Junan Securities (Vietnam) Corp.,IVS,CK Đầu tư VN,HNX,IVS,IVS,,hnx:16616,2022-02-18T12:28:40.915Z,2023-10-04T01:30:00.516Z,658825000000.0,69350000.0,,,
s,Công ty Cổ phần Bê tông Hòa Cầm - Intimex,Intimex - Hoa Cam Concrete Joint Stock Company,HCC,Bê tông Hòa Cẩm,HNX,HCC,HCC,,hnx:3365,2022-02-18T12:28:40.925Z,2023-10-04T01:30:00.658Z,64533615300.0,6518547.0,,,
s,Công ty Cổ phần Thủy điện Nậm Mu,Nam Mu Hydropower Joint Stock Company,HJS,Th.điện Nậm Mu,HNX,HJS,HJS,,hnx:1342,2022-02-18T12:28:40.928Z,2023-10-04T01:30:00.748Z,997495250000.0,20999900.0,,,
s,Công ty Cổ phần Đầu tư Phát triển Gas Đô thị,PetroVietnam Gas City Investment and Deverlopment Joint Stock Company,PCG,ĐTPT Gas Đô thị,HNX,PCG,PCG,,hnx:14816,2022-02-18T12:28:40.946Z,2023-10-04T01:30:01.476Z,111333000000.0,18870000.0,,,
s,Công ty Cổ phần Phát triển Hạ tầng Vĩnh Phúc,Vinh Phuc Infrastructure Development Joint Stock Company,IDV,Hạ tầng Vĩnh Phúc,HNX,IDV,IDV,,hnx:9444,2022-02-18T12:28:40.936Z,2023-10-04T01:30:00.921Z,1100706032200.0,31181474.0,,,
s,Công ty Cổ phần Tập đoàn Thiên Quang,Thien Quang Group Joint Stock Company,ITQ,TĐ Thiên Quang,HNX,ITQ,ITQ,,hnx:18716,2022-02-18T12:28:40.937Z,2023-10-04T01:30:01.013Z,85976923500.0,31843305.0,,,
s,Công ty Cổ phần Đầu tư và Phát triển Giáo dục Đà Nẵng,Danang Education Development And Investment Joint Stock Company,DAD,ĐTPT Giáo dục ĐN,HNX,DAD,DAD,,hnx:7084,2022-02-18T12:28:40.913Z,2023-10-04T01:30:00.474Z,102502400000.0,4659200.0,,,
s,Công ty Cổ phần Thương mại - Dịch vụ - Vận tải Xi măng Hải Phòng,Hai Phong Cement Transport And Trading Joint Stock Company,HCT,V.tải xi măng H.Phòng,HNX,HCT,HCT,,hnx:3064,2022-02-18T12:28:40.926Z,2023-10-04T01:30:00.679Z,22583512000.0,2016385.0,,,
s,Công ty Cổ phần Bánh kẹo Hải Hà,Hai Ha Confectionery Joint Stock Company,HHC,Bánh kẹo Hải Hà,HNX,HHC,HHC,,hnx:2984,2022-02-18T12:28:40.928Z,2023-10-04T01:30:00.732Z,1729552500000.0,16425000.0,,,
s,Công ty Cổ phần Than Hà Lầm - Vinacomin,Ha Lam -  Vinacomin Coal Joint Stock Company,HLC,Than Hà Lầm,HNX,HLC,HLC,,hnx:6204,2022-02-18T12:28:40.929Z,2023-10-04T01:30:00.780Z,287191748700.0,25415199.0,,,
s,Công ty Cổ phần Tư vấn Đầu tư IDICO,IDICO Investment Consultancy Joint Stock Company,INC,Tư vấn Đ.tư IDICO,HNX,INC,INC,,hnx:16836,2022-02-18T12:28:40.937Z,2023-10-04T01:30:00.944Z,35000000000.0,2000000.0,,,
s,Công ty Cổ phần One Capital Hospitality,One Capital Hospitality Joint Stock Company,OCH,Khách sạn và dịch vụ OCH,HNX,OCH,OCH,,hnx:13415,2022-02-18T12:28:40.946Z,2023-10-04T01:30:01.439Z,1480000000000.0,200000000.0,,,
s,Công ty Cổ phần Xây lắp III Petrolimex,Petrolimex Installation No.3 joint stock company,PEN,X.lắp 3 Petrolimex,HNX,PEN,PEN,,hnx:72800,2022-02-18T12:28:40.947Z,2023-10-04T01:30:01.513Z,37000000000.0,5000000.0,,,
s,Công ty Cổ phần Đầu tư và Xây dựng BDC Việt Nam,Investment and Construction BDC Viet Nam Joint Stock Company,MCO,CTCP MCO Việt Nam,HNX,MCO,MCO,,hnx:1082,2022-02-18T12:28:40.948Z,2023-10-04T01:30:01.583Z,16415716000.0,4103929.0,,,
s,Công ty Cổ phần Thép Mê Lin,Me Lin Steel Joint Stock Company,MEL,Thép Mê Lin,HNX,MEL,MEL,,hnx:76522,2022-02-18T12:28:40.948Z,2023-10-04T01:30:01.624Z,100500000000.0,15000000.0,,,
s,Công ty Cổ phần Spiral Galaxy,Spiral Galaxy Joint Stock Company,SPI,CTCP SPI,HNX,SPI,SPI,,hnx:19316,2022-02-18T12:28:40.950Z,2023-10-04T01:30:01.703Z,60534000000.0,16815000.0,,,
s,Công ty Cổ phần Xi măng Thái Bình,Thai Binh Cement Joint Stock Company,TBX,Xi măng Thái Bình,HNX,TBX,TBX,,hnx:5224,2022-02-18T12:28:40.952Z,2023-10-04T01:30:01.793Z,33679244000.0,1510280.0,,,
s,Công ty Cổ phần Than Cọc Sáu - Vinacomin,Vinacomin - Coc Sau Coal Joint Stock Company,TC6,Than Cọc Sáu,HNX,TC6,TC6,,hnx:4126,2022-02-18T12:28:40.953Z,2023-10-04T01:30:01.809Z,224223124500.0,32496105.0,,,
s,Công ty Cổ phần DS3,DS3 Joint Stock Company,DS3,Đường sông số 3,HNX,DS3,DS3,,hnx:76419,2022-02-18T12:28:40.958Z,2023-10-04T01:30:01.980Z,55482596000.0,10669730.0,,,
s,Công ty Cổ phần Đầu tư Tổng hợp Hà Nội,Hanoi Investment General Corporation,SHN,ĐT Tổng hợp Hà Nội,HNX,SHN,SHN,,hnx:8044,2022-02-18T12:28:40.966Z,2023-10-04T01:30:02.322Z,881328599600.0,129607147.0,,,
s,Công ty Cổ phần Sơn Đồng Nai,Dong Nai Paint Corporation,SDN,CTCP Sơn Đồng Nai,HNX,SDN,SDN,,hnx:6624,2022-02-18T12:28:40.963Z,2023-10-04T01:30:02.185Z,83501990000.0,3036436.0,,,
s,Công ty Cổ phần Phân bón và hóa chất dầu khí Tây Nam Bộ,South West PetroVietNam Fertilizer and Chemicals Joint Stock Company,PSW,Phân bón H.chất D.khí Tây Nam Bộ,HNX,PSW,PSW,,hnx:73480,2022-02-18T12:28:40.954Z,2023-10-04T01:30:01.889Z,185300000000.0,17000000.0,,,
s,Công ty Cổ phần Kinh doanh LPG Việt Nam,Petro Vietnam LPG Joint Stock Company,PVG,Kinh doanh LPG,HNX,PVG,PVG,,hnx:5904,2022-02-18T12:28:40.954Z,2023-10-04T01:30:01.903Z,343100000000.0,36500000.0,,,
s,Công ty Cổ phần Xăng dầu dầu khí Phú Yên,Petrovietnam Oil Phu Yen Joint Stock Company,PPY,Dầu khí Phú Yên,HNX,PPY,PPY,,hnx:74321,2022-02-18T12:28:40.954Z,2023-10-04T01:30:01.932Z,85030163400.0,9343974.0,,,
s,Công ty Cổ phần Đầu tư và Thương mại TNG,TNG Investment And Trading Joint Stock Company,TNG,Đ.tư T.mại TNG,HNX,TNG,TNG,,hnx:3104,2022-02-18T12:28:40.969Z,2023-10-04T01:30:02.490Z,2349926141400.0,113523002.0,,,
s,Công ty Cổ phần Cảng Rau Quả,The Vegetexco Port Joint Stock Company,VGP,Cảng rau quả,HNX,VGP,VGP,,hnx:6464,2022-02-18T12:28:40.972Z,2023-10-04T01:30:02.589Z,262168387000.0,7825922.0,,,
s,Công ty Cổ phần Viglacera Tiên Sơn,Viglacera Tien Son Joint Stock Company,VIT,Viglacera Tiên Sơn,HNX,VIT,VIT,,hnx:7624,2022-02-18T12:28:40.973Z,2023-10-04T01:30:02.637Z,869994153600.0,49999664.0,,,
s,Công ty Cổ phần Dịch vụ tổng hợp Sài Gòn,SaiGon General Service Corporation,SVC,DV tổng hợp SG,HOSE,SVC,SVC,,hose:2925,2022-02-18T12:28:40.951Z,2023-10-04T01:30:01.736Z,2238434150400.0,66620064.0,,,
s,Công ty Cổ phần Que hàn điện Việt Đức,Viet-Duc Welding Electrode Joint Stock Company,QHD,Que hàn Việt Đức,HNX,QHD,QHD,,hnx:8504,2022-02-18T12:28:40.955Z,2023-10-04T01:30:01.947Z,196679889600.0,5524716.0,,,
s,Công ty Cổ phần Sách và Thiết bị trường học Quảng Ninh,Quang Ninh Book And Educational Equipment Joint Stock Company,QST,Sách Quảng Ninh,HNX,QST,QST,,hnx:5664,2022-02-18T12:28:40.957Z,2023-10-04T01:30:01.963Z,54108000000.0,3240000.0,,,
s,Công ty Cổ phần SCI,SCI Joint Stock Company,S99,CTCP SCI,HNX,S99,S99,,hnx:1521,2022-02-18T12:28:40.959Z,2023-10-04T01:30:02.013Z,864775794800.0,93997369.0,,,
s,Công ty Cổ phần Sông Đà 9,Song Da No9 Joint Stock Company,SD9,CTCP Sông Đà 9,HNX,SD9,SD9,,hnx:1402,2022-02-18T12:28:40.963Z,2023-10-04T01:30:02.135Z,280718800000.0,34234000.0,,,
s,Công ty Cổ phần Gạch men Thanh Thanh,Thanh Thanh Joint Stock Company,TTC,Gạch Thanh Thanh,HNX,TTC,TTC,,hnx:8244,2022-02-18T12:28:40.971Z,2023-10-04T01:30:02.553Z,65939860800.0,5940528.0,,,
s,Công ty Cổ phần Lương thực Thực phẩm SAFOCO,Safoco Foodstuff Joint Stock Company,SAF,Th.phẩm SAFOCO,HNX,SAF,SAF,,hnx:6424,2022-02-18T12:28:40.959Z,2023-10-04T01:30:02.027Z,557757117000.0,12046590.0,,,
s,Công ty Cổ phần Nước giải khát Chương Dương,Chuong Duong Beverages Joint Stock Company,SCD,Nc g.khát Ch.Dương,HOSE,SCD,SCD,,hose:2914,2022-02-18T12:28:40.961Z,2023-10-04T01:30:02.082Z,135642240000.0,8477640.0,,,
s,Công ty Cổ phần Đầu tư và Phát triển Điện Miền Trung,Mien Trung Power Investment and Development Joint Stock Company,SEB,Đ.tư điện M.Trung,HNX,SEB,SEB,,hnx:6045,2022-02-18T12:28:40.964Z,2023-10-04T01:30:02.226Z,1359998682500.0,31999969.0,,,
s,Công ty Cổ phần Dệt lưới Sài Gòn,Saigon Fishing Net Joint Stock Company,SFN,Dệt lưới Sài Gòn,HNX,SFN,SFN,,hnx:6524,2022-02-18T12:28:40.964Z,2023-10-04T01:30:02.261Z,65016205000.0,2864150.0,,,
s,Công ty Cổ phần Tập đoàn Nhôm Sông Hồng Shalumi,Song Hong Aluminum Shalumi Group Joint Stock Company,NSH,Nhôm Sông Hồng,HNX,NSH,NSH,,hnx:76287,2022-02-18T12:28:40.966Z,2023-10-04T01:30:02.307Z,103467185000.0,20693437.0,,,
s,Công ty Cổ phần Ống thép Việt Đức VG PIPE,Vietnam-Germany Steel Pipe Joint Stock Company,VGS,Ống thép Việt Đức,HNX,VGS,VGS,,hnx:5584,2022-02-18T12:28:40.972Z,2023-10-04T01:30:02.605Z,948200126000.0,53269670.0,,,
s,Công ty Cổ phần Phân bón và hóa chất dầu khí Miền Trung,Central Petrovietnam Fertilizer and Chemicals Joint Stock Company,PCE,H.chất DK M.Trung,HNX,PCE,PCE,,hnx:73521,2022-02-18T12:28:40.954Z,2023-10-04T01:30:01.875Z,209000000000.0,10000000.0,,,
s,Công ty Cổ phần Tư vấn Sông Đà,Song Da Consulting Joint Stock Company,SDC,Tư vấn sông Đà,HNX,SDC,SDC,,hnx:1603,2022-02-18T12:28:40.963Z,2023-10-04T01:30:02.151Z,20877184000.0,2609648.0,,,
s,Công ty Cổ phần Đầu tư và Phát triển Giáo dục Phương Nam,Phuong Nam Education Investment and Development Joint Stock Company,SED,Giáo dục Phg Nam,HNX,SED,SED,,hnx:7004,2022-02-18T12:28:40.964Z,2023-10-04T01:30:02.247Z,174309840000.0,9271800.0,,,
s,Công ty Cổ phần Ắc quy Tia Sáng,Tia Sang Battery Joint Stock Company,TSB,Ắc quy Tia sáng,HNX,TSB,TSB,,hnx:14976,2022-02-18T12:28:40.971Z,2023-10-04T01:30:02.537Z,313664820000.0,6745480.0,,,
s,Công ty Cổ phần Xây lắp Thành An 96,Thanh An 96 Construction and Installation Joint Stock Company,TA9,X.lắp Thành An 96,HNX,TA9,TA9,,hnx:73559,2022-02-18T12:28:40.952Z,2023-10-04T01:30:01.772Z,141585571800.0,12419787.0,,,
s,Công ty Cổ phần Minh Hữu Liên,Minh Huu Lien Joint Stock Company,MHL,CTCP Minh Hữu Liên,HNX,MHL,MHL,,hnx:7824,2022-02-18T12:28:40.948Z,2023-10-04T01:30:01.638Z,17452455900.0,5288623.0,,,
s,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,Hai Phong Petrolimex Transportation and Services Joint Stock Company,PTS,V.tải Petro H.Phòng,HNX,PTS,PTS,,hnx:962,2022-02-18T12:28:40.953Z,2023-10-04T01:30:01.824Z,50668800000.0,5568000.0,,,
s,Công ty Cổ phần Sông Đà 505,Song Da 505 Joint Stock Company,S55,CTCP Sông Đà 505,HNX,S55,S55,,hnx:1503,2022-02-18T12:28:40.959Z,2023-10-04T01:30:01.997Z,509000000000.0,10000000.0,,,
s,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Sông Đà,Song Da Urban Investment Construction And Development Joint Stock Company,SDU,Đô thị Sông Đà,HNX,SDU,SDU,,hnx:7204,2022-02-18T12:28:40.964Z,2023-10-04T01:30:02.205Z,720000000000.0,20000000.0,,,
s,Công ty Cổ phần Đầu tư Phát triển Thành Đạt,Thanh Dat Investment Development Joint Stock Company,DTD,ĐTPT Thành Đạt,HNX,DTD,DTD,,hnx:76662,2022-02-18T12:28:40.953Z,2023-10-04T01:30:01.839Z,1175700818600.0,42908789.0,,,
s,Công ty Cổ phần Khoáng sản và Cơ khí,Mineral and Mechanical Joint Stock Company,MIM,K.sản & Cơ khí,HNX,MIM,MIM,,hnx:12612,2022-02-18T12:28:40.949Z,2023-10-04T01:30:01.654Z,14321412000.0,3409860.0,,,
s,Công ty Cổ phần Bao bì Biên Hòa,Bien Hoa Packaging Joint Stock Company,SVI,Bao bì Biên Hòa,HOSE,SVI,SVI,,hose:2938,2022-02-18T12:28:40.952Z,2023-10-04T01:30:01.755Z,718616472000.0,12832437.0,,,
