type,clientName,clientNameEn,code,description,exchange,full_name,name,securityName,stockNo,createdAt,updatedAt,marketCapPrev,sharesOutstanding,sort,symbol_ref,lastDateSyncIDS
s,Công ty Cổ phần Hóa phẩm dầu khí DMC - Miền Bắc,DMC - Northern Petroleum Chemicals Joint Stock Company,PCN,,UPCOM,PCN,PCN,,upcom:74102,2022-05-05T06:56:56.235Z,2023-10-04T01:30:16.833Z,36890770000.0,3924550.0,,,
s,Công ty Cổ phần Tổng Công ty Truyền hình Cáp Việt Nam,Vietnam Television Cable Joint Stock Company,CAB,,UPCOM,CAB,CAB,,upcom:78719,2022-05-05T06:56:56.220Z,2023-10-04T01:30:17.045Z,571823450000.0,45745876.0,,,
s,Công ty Cổ phần Cơ giới và Xây lắp số 9,Mechanized Construction And Installation Joint Stock Company No9,LG9,,UPCOM,LG9,LG9,,upcom:76784,2022-05-05T06:56:56.204Z,2023-10-04T01:30:17.351Z,37699500000.0,5026600.0,,,
s,Công ty Cổ phần PIV,PIV Joint Stock Company,PIV,,UPCOM,PIV,PIV,,upcom:12672,2022-05-05T06:56:56.221Z,2023-10-04T01:30:17.516Z,22522424600.0,17324942.0,,,
s,Tổng Công ty Công nghiệp Dầu thực vật Việt Nam - Công ty Cổ phần,Vietnam Vegetable Oils Industry Corporation - Joint Stock Company,VOC,,UPCOM,VOC,VOC,,upcom:74999,2022-05-05T06:56:56.208Z,2023-10-04T01:30:17.943Z,3284215200000.0,121800000.0,,,
s,Công ty Cổ phần Cơ khí Mạo Khê - Vinacomin,Mao Khe - Vinacomin Mechanical Joint Stock Company,CMK,,UPCOM,CMK,CMK,,upcom:73839,2022-05-05T06:56:56.241Z,2023-10-04T01:30:18.056Z,12606686400.0,1432578.0,,,
s,Công ty Cổ phần HABECO - Hải Phòng,HABECO - Hai Phong Joint Stock Company,HBH,,UPCOM,HBH,HBH,,upcom:76379,2022-05-05T06:56:56.212Z,2023-10-04T01:30:18.122Z,96000000000.0,16000000.0,,,
s,Công ty Cổ phần Tập đoàn Lộc Trời,Loc Troi Group Joint Stock Company,LTG,,UPCOM,LTG,LTG,,upcom:76286,2022-05-05T06:56:56.203Z,2023-10-04T01:30:18.620Z,2975747892820.0,80593340.0,,,
s,Công ty Cổ phần Thương mại dịch vụ Tổng Hợp Cảng Hải Phòng,Hai Phong Port Trading and Service Joint Stock Company,DVC,,UPCOM,DVC,DVC,,upcom:72439,2022-05-05T06:56:56.221Z,2023-10-04T01:30:18.882Z,141213584610.0,10793670.0,,,
s,Công ty Cổ phần Tư vấn Xây dựng Petrolimex,Petrolimex Engineering Joint Stock Company,PLE,,UPCOM,PLE,PLE,,upcom:79786,2022-05-05T06:56:56.249Z,2023-10-04T01:30:19.049Z,19440000000.0,1215000.0,,,
s,Công ty Cổ phần Cơ khí và Thiết bị áp lực - VVMI,VVMI - Mechanical And Pressure Equipment Joint Stock Company,APL,,UPCOM,APL,APL,,upcom:75120,2022-05-05T06:56:56.330Z,2023-10-04T01:30:19.622Z,28920000000.0,1200000.0,,,
s,Công ty Cổ phần Chứng khoán MB,MB Securities Joint Stock Company,MBS,Chứng khoán MB,HNX,MBS,MBS,,hnx:74399,2022-02-18T12:28:40.980Z,2023-10-04T01:30:03.267Z,9015374771200.0,437639552.0,,,
s,Công ty Cổ phần Thương mại và Đầu tư VI NA TA BA,VI NA TA BA Trading & Investment Joint Stock Company,VTJ,Đầu tư Vinataba,HNX,VTJ,VTJ,,hnx:73079,2022-02-18T12:28:40.987Z,2023-10-04T01:30:03.586Z,39900000000.0,11400000.0,,,
s,Công ty Cổ phần Bến xe Miền Tây,West Coach Station Joint Stock Company,WCS,Bến xe miền Tây,HNX,WCS,WCS,,hnx:11272,2022-02-18T12:28:40.988Z,2023-10-04T01:30:03.646Z,452500000000.0,2500000.0,,,
s,Công ty Cổ phần VICEM Bao bì Hải Phòng,Haiphong Packing VICEM Joint Stock Company,BXH,Bao bì Hải Phòng,HNX,BXH,BXH,,hnx:7764,2022-02-18T12:28:40.995Z,2023-10-04T01:30:03.817Z,44276988000.0,3012040.0,,,
s,Công ty Cổ phần Dược liệu và Thực phẩm Việt Nam,Viet Nam Herbs and Foods Joint Stock Company,VHE,D.liệu và th.phẩm VN,HNX,VHE,VHE,,hnx:78059,2022-02-18T12:28:41.003Z,2023-10-04T01:30:04.139Z,112675986400.0,33139996.0,,,
i,,,VNDIAMOND,,HOSE,VNDIAMOND,VNDIAMOND,,,2022-02-18T12:28:41.009Z,2022-02-18T12:28:41.009Z,,,,,
i,,,VNFINSELECT,,HOSE,VNFINSELECT,VNFINSELECT,,,2022-02-18T12:28:41.010Z,2022-02-18T12:28:41.010Z,,,,,
s,Công ty Cổ phần Kho Vận Miền Nam,South Logistics Joint Stock Company,STG,,HOSE,STG,STG,CTCP KHO VAN MIEN NAM,hose:2930,2022-02-18T12:28:41.130Z,2023-10-04T01:30:04.743Z,4598257107600.0,98253357.0,,,
s,Công ty Cổ phần Xuất nhập khẩu Thủy sản Bến Tre,Bentre Aquaproduct Import And Export Joint Stock Company,ABT,,HOSE,ABT,ABT,CTCP XUAT NHAP KHAU THUY,hose:3,2022-02-18T12:28:41.138Z,2023-10-04T01:30:04.925Z,391593795250.0,11777257.0,,,
s,Công ty Cổ phần Tập đoàn ECI,ECI Group Joint Stock Company,ECI,,HNX,ECI,ECI,,hnx:6344,2022-02-18T12:28:41.144Z,2023-10-04T01:30:05.166Z,44176000000.0,1760000.0,,,
s,Công ty Cổ phần Đầu tư Phát triển - Xây dựng (DIC) số 2,Development Investment Construction Number 2 Joint Stock Company,DC2,,HNX,DC2,DC2,,hnx:11832,2022-02-18T12:28:41.144Z,2023-10-04T01:30:05.238Z,39292973200.0,7556341.0,,,
s,Công ty Cổ phần Thương mại Bia Hà Nội,Hanoi Beer Trading Joint Stock Company,HAT,,HNX,HAT,HAT,,hnx:13975,2022-02-18T12:28:41.149Z,2023-10-04T01:30:05.921Z,125544600000.0,3123000.0,,,
s,Công ty Cổ phần Khoáng sản Á Châu,Asia Mineral Joint Stock Company,AMC,,HNX,AMC,AMC,,hnx:17616,2022-02-18T12:28:41.150Z,2023-10-04T01:30:06.198Z,49590000000.0,2850000.0,,,
s,Công ty Cổ phần SARA Việt Nam,Sara Vietnam Joint Stock Company,SRA,,HNX,SRA,SRA,,hnx:3704,2022-02-18T12:28:41.150Z,2023-10-04T01:30:06.235Z,159839903800.0,43199974.0,,,
s,Công ty Cổ phần Cảng Đà Nẵng,DaNang Port Joint Stock Company,CDN,,HNX,CDN,CDN,,hnx:74420,2022-02-18T12:28:41.151Z,2023-10-04T01:30:06.528Z,2524500000000.0,99000000.0,,,
s,Công ty Cổ phần Đầu tư Thương mại và Xuất nhập khẩu CFS,CFS Investment and Import Export Trading Joint Stock Company,KLF,,HNX,KLF,KLF,,hnx:72339,2022-02-18T12:28:41.151Z,2023-10-04T01:30:06.709Z,132282048800.0,165352561.0,,,
s,Công ty Cổ phần Xuất nhập khẩu Hàng không,General Aviation Import Export Joint Stock Company,ARM,,HNX,ARM,ARM,,hnx:13072,2022-02-18T12:28:41.152Z,2023-10-04T01:30:06.765Z,74359663700.0,3111283.0,,,
s,Công ty Cổ phần Chế tạo máy Vinacomin,Vinacomin-Machinery Joint Stock Company,CTT,,HNX,CTT,CTT,,hnx:73519,2022-02-18T12:28:41.152Z,2023-10-04T01:30:06.997Z,87370728600.0,4697351.0,,,
s,Công ty Cổ phần Lắp máy - Thí nghiệm cơ điện,Erection - Electromechanics Testing Joint Stock Company,LCD,,HNX,LCD,LCD,,hnx:13595,2022-02-18T12:28:41.154Z,2023-10-04T01:30:07.290Z,40048531500.0,1499945.0,,,
s,Công ty Cổ phần Dịch vụ Vận tải và Thương mại,Transport and Trading service Joint Stock Company,TJC,,HNX,TJC,TJC,,hnx:3364,2022-02-18T12:28:41.154Z,2023-10-04T01:30:07.312Z,94600000000.0,8600000.0,,,
b,,,MML121021,,HNX,MML121021,MML121021,,hnx:80561,2022-02-18T12:28:41.177Z,2022-04-20T10:50:21.092Z,,,,,
b,,,MSN121015,,HNX,MSN121015,MSN121015,,hnx:80643,2022-02-18T12:28:41.179Z,2022-04-20T10:50:22.428Z,,,,,
i,,,VNUTI,,HOSE,VNUTI,VNUTI,,,2022-03-21T01:15:00.074Z,2022-03-21T01:15:00.074Z,,,,,
i,,,VNALL,,HOSE,VNALL,VNALL,,,2022-03-21T06:19:10.305Z,2022-03-21T06:19:10.305Z,,,,,
s,Công ty Cổ phần Dược Phẩm OPC,OPC Pharmaceutial Joint Stock Company,OPC,,HOSE,OPC,OPC,CTY CP DUOC PHAM OPC,hose:2339,2022-04-07T03:00:04.681Z,2023-10-04T01:30:08.106Z,1441145070000.0,64050892.0,,,
s,Công ty Cổ phần Xây dựng Coteccons,Coteccons Construction Joint Stock Company,CTD,,HOSE,CTD,CTD,CTCP XAY DUNG COTEC,hose:582,2022-04-07T03:00:04.683Z,2023-10-04T01:30:08.372Z,4573996361000.0,99219010.0,,,
s,Công ty Cổ phần Xuất nhập khẩu Petrolimex,Petrolimex International Trading Joint Stock Company,PIT,,HOSE,PIT,PIT,CTCP XNK PETROLIMEX,hose:2554,2022-04-07T03:00:04.681Z,2023-10-04T01:30:08.471Z,102455722250.0,14210225.0,,,
s,Công ty Cổ phần Đầu tư và Xây dựng HUD1,HUD1 Investment And Construction Joint Stock Company,HU1,,HOSE,HU1,HU1,CTCP DT & XAY DUNG HUD1,hose:1377,2022-04-07T03:00:04.681Z,2023-10-04T01:30:08.586Z,80500000000.0,10000000.0,,,
s,Công ty Cổ phần Năng Lượng và Bất động sản Trường Thành,Truong Thanh Energy and Real Estate Joint Stock Company,TEG,,HOSE,TEG,TEG,CTCP TECGROUP,hose:3514,2022-04-07T03:00:04.686Z,2023-10-04T01:30:08.743Z,726609488760.0,72806562.0,,,
s,Công ty Cổ phần Đầu tư và Công nghệ HVC,HVC Investment And Technology Joint Stock Company,HVH,,HOSE,HVH,HVH,CTCP DT & CONG NGHE HVC,hose:60,2022-04-07T03:00:04.691Z,2023-10-04T01:30:09.057Z,241430290200.0,40644830.0,,,
s,Công ty Cổ phần Đầu tư Du lịch và Phát triển Thủy sản,Travel Investment and Seafood Development Corporation,DAT,,HOSE,DAT,DAT,CTCP DTDL&PT THUY SAN,hose:657,2022-04-07T03:00:04.719Z,2023-10-04T01:30:10.427Z,667112102400.0,62935104.0,,,
s,Công ty Cổ phần Tập đoàn Hoa Sen,Hoa Sen Group,HSG,,HOSE,HSG,HSG,CTY CP TAP DOAN HOA SEN,hose:1363,2022-04-07T03:00:04.697Z,2023-10-04T01:30:11.258Z,11518869178300.0,615982309.0,,,
s,Công ty Cổ phần Đầu tư Văn Phú - Invest,Van Phu - Invest Investment Joint Stock Company,VPI,,HOSE,VPI,VPI,CTCP DT VAN PHU - INVEST,hose:37,2022-04-07T03:00:04.723Z,2023-10-04T01:30:11.406Z,12535580160600.0,241999617.0,,,
s,Công ty Cổ phần Xuất nhập khẩu Thủy sản Cửu Long An Giang,Cuu Long An Giang Fish Joint Stock Company,ACL,,HOSE,ACL,ACL,CTCP XNK T.SAN CL-AG,hose:4,2022-04-07T03:00:04.736Z,2023-10-04T01:30:13.043Z,702226266000.0,50159019.0,,,
s,Công ty Cổ phần Khoáng sản và Xây dựng Bình Dương,Binh Duong Mineral And Construction Joint Stock Company,KSB,,HOSE,KSB,KSB,CTCP KS & XD BINH DUONG,hose:1733,2022-04-07T03:00:04.742Z,2023-10-04T01:30:13.109Z,2059986654000.0,76295802.0,,,
s,Công ty Cổ phần Chứng khoán APG,APG Securities Joint Stock Company,APG,,HOSE,APG,APG,CTCP CHUNG KHOAN AN PHAT,hose:22,2022-04-07T03:00:04.737Z,2023-10-04T01:30:13.629Z,1361090406120.0,153621942.0,,,
s,Công ty Cổ phần Phân phối Top One,Top One Allot Joint Stock Company,TOP,,UPCOM,TOP,TOP,,upcom:73520,2022-05-05T06:56:56.184Z,2023-10-04T01:30:15.823Z,25350000000.0,25350000.0,,,
s,Tổng Công ty Sông Đà,Song Da Corporation,SJG,,UPCOM,SJG,SJG,,upcom:76959,2022-05-05T06:56:56.184Z,2023-10-04T01:30:15.894Z,6068751012000.0,449537112.0,,,
s,Công ty Cổ phần Đường Quảng Ngãi,Quang Ngai Sugar Joint Stock Company,QNS,,UPCOM,QNS,QNS,,upcom:75426,2022-05-05T06:56:56.188Z,2023-10-04T01:30:16.436Z,17115270842250.0,356939955.0,,,
s,Công ty Cổ phần Bê tông Biên Hòa,Bien Hoa Concrete Joint Stock Company,BHC,,UPCOM,BHC,BHC,,upcom:6324,2022-05-05T06:56:56.231Z,2023-10-04T01:30:16.912Z,9000000000.0,4500000.0,,,
s,Công ty Cổ phần Tổng Công ty Xây lắp Dầu khí Nghệ An,PetroVietnam - Nghe An Construction Joint Stock Corporation,PVA,,UPCOM,PVA,PVA,,upcom:5824,2022-05-05T06:56:56.243Z,2023-10-04T01:30:17.416Z,15292200000.0,21846000.0,,,
s,Công ty Cổ phần Thương mại Đầu tư SHB,SHB Trading Investment Joint Stock Company,SCC,,UPCOM,SCC,SCC,,upcom:72739,2022-05-05T06:56:56.234Z,2023-10-04T01:30:17.662Z,13212922500.0,4792500.0,,,
s,Công ty Cổ phần Cảng Dịch vụ Dầu khí Đình Vũ,Dinh Vu Petroleum Service Port Joint Stock Company,PSP,,UPCOM,PSP,PSP,,upcom:54264,2022-05-05T06:56:56.207Z,2023-10-04T01:30:17.815Z,264920000000.0,40000000.0,,,
s,Công ty Cổ phần Cấp thoát nước Bến Tre,Ben Tre Water Supply and Sewerage Joint Stock Company,NBT,,UPCOM,NBT,NBT,,upcom:74639,2022-05-05T06:56:56.230Z,2023-10-04T01:30:17.878Z,393960000000.0,29400000.0,,,
s,Công ty Cổ phần Thủy điện Đăk Đoa,Dak Doa Hydropower Joint Stock Company,HPD,,UPCOM,HPD,HPD,,upcom:73439,2022-05-05T06:56:56.220Z,2023-10-04T01:30:18.316Z,179887513040.0,8306590.0,,,
s,Công ty Cổ phần Nam Dược,Nam Duoc Joint Stock Company,NDC,,UPCOM,NDC,NDC,,upcom:54765,2022-05-05T06:56:56.222Z,2023-10-04T01:30:18.899Z,900564000000.0,5964000.0,,,
s,Công ty Cổ phần Cấp nước Vĩnh Long,Vinh Long Water Supply Joint Stock Company,VLW,,UPCOM,VLW,VLW,,upcom:76307,2022-05-05T06:56:56.250Z,2023-10-04T01:30:19.070Z,523090000000.0,28900000.0,,,
s,Công ty Cổ phần Cầu Đuống,CauDuong Joint Stock Company,CDG,,UPCOM,CDG,CDG,,upcom:75666,2022-05-05T06:56:56.280Z,2023-10-04T01:30:19.368Z,8662277500.0,3464911.0,,,
s,Công ty Cổ phần Xây dựng số 1,Construction Joint Stock Company No 1,VC1,CTCP xây dựng số 1,HNX,VC1,VC1,,hnx:6304,2022-02-18T12:28:40.976Z,2023-10-04T01:30:02.824Z,112800000000.0,12000000.0,,,
s,Công ty Cổ phần Xây dựng số 9 - VC9,VC9 - No 9 Construction Joint Stock Company ,VC9,Xây dựng số 9,HNX,VC9,VC9,,hnx:7184,2022-02-18T12:28:40.976Z,2023-10-04T01:30:02.876Z,93493120000.0,16695200.0,,,
s,Công ty Cổ phần Xây dựng điện VNECO 1,VNECO 1 Electricity Construction Joint Stock Company,VE1,XD Điện VNECO 1,HNX,VE1,VE1,,hnx:4844,2022-02-18T12:28:40.977Z,2023-10-04T01:30:02.953Z,21352608000.0,5931280.0,,,
s,Công ty Cổ phần Dịch vụ Bến Thành,BenThanh Service Joint Stock Company,BSC,DV Bến Thành,HNX,BSC,BSC,,hnx:13575,2022-02-18T12:28:40.993Z,2023-10-04T01:30:03.730Z,37808964000.0,3150747.0,,,
s,Công ty Cổ phần Container Miền Trung,Central Container Joint Stock Company,VSM,Container M.Trung,HNX,VSM,VSM,,hnx:76239,2022-02-18T12:28:40.997Z,2023-10-04T01:30:03.898Z,57034932000.0,3354996.0,,,
i,,,HNXINDEX,,HNX,HNX,HNXINDEX,,,2022-02-18T12:28:41.004Z,2022-02-18T12:28:41.004Z,,,3.0,,
i,,,VNX50,,HOSE,VNX50,VNX50,,,2022-02-18T12:28:41.008Z,2022-02-18T12:28:41.008Z,,,,,
s,Tổng Công ty Điện lực TKV - Công ty Cổ phần,Vinacomin - Power Holding Corporation,DTK,TCT Điện lực TKV,HNX,DTK,DTK,,hnx:75420,2022-02-18T12:28:41.122Z,2023-10-04T01:30:04.495Z,7442165477500.0,682767475.0,,,
b,,,CII120018,,HNX,CII120018,CII120018,,hnx:80262,2022-02-18T12:28:41.126Z,2022-04-20T10:49:15.292Z,,,,,
s,Công ty Cổ phần Miền Đông,Mien Dong Joint Stock Company,MDG,,HOSE,MDG,MDG,CTCP MIEN DONG,hose:2026,2022-02-18T12:28:41.132Z,2023-10-04T01:30:04.835Z,144546934000.0,10324781.0,,,
s,Công ty Cổ phần Lilama 10,Lilama Joint Stock Company No10,L10,,HOSE,L10,L10,CT CP LILAMA 10,hose:1891,2022-02-18T12:28:41.141Z,2023-10-04T01:30:04.995Z,219296000000.0,9790000.0,,,
s,Công ty Cổ phần Đầu tư và Phát triển Giáo dục Hà Nội,Hanoi Education Development and Investment Joint Stock Company,EID,,HNX,EID,EID,,hnx:6924,2022-02-18T12:28:41.144Z,2023-10-04T01:30:05.222Z,309000000000.0,15000000.0,,,
s,Công ty Cổ phần Dược phẩm Hà Tây,Hatay Pharmaceutical Joint Stock Company,DHT,,HNX,DHT,DHT,,hnx:5484,2022-02-18T12:28:41.144Z,2023-10-04T01:30:05.282Z,1508381304000.0,73940260.0,,,
s,Công ty Cổ phần Tập đoàn Nagakawa,Nagakawa Group Joint Stock Company,NAG,,HNX,NAG,NAG,,hnx:7144,2022-02-18T12:28:41.148Z,2023-10-04T01:30:05.826Z,335453313400.0,31646539.0,,,
s,Công ty Cổ phần In Sách Giáo Khoa Hòa Phát,Hoa Phat Textbook Book Joint Stock Company,HTP,,HNX,HTP,HTP,,hnx:1201,2022-02-18T12:28:41.149Z,2023-10-04T01:30:06.100Z,2524636950000.0,91804980.0,,,
s,Tổng Công ty Cổ phần Bảo hiểm Bưu điện,Post & Telecommunication Joint Stock Insurance Corporation,PTI,,HNX,PTI,PTI,,hnx:14556,2022-02-18T12:28:41.150Z,2023-10-04T01:30:06.326Z,2435989982700.0,80395709.0,,,
s,Công ty Cổ phần Sách và Thiết bị Trường học Long An,Long An School Book and Equipment Joint Stock Company,LBE,,HNX,LBE,LBE,,hnx:3804,2022-02-18T12:28:41.151Z,2023-10-04T01:30:06.422Z,31998944000.0,1999934.0,,,
s,Công ty Cổ phần AAV Group,AAV Group joint Stock Company,AAV,,HNX,AAV,AAV,,hnx:77359,2022-02-18T12:28:41.151Z,2023-10-04T01:30:06.440Z,310444474500.0,68987661.0,,,
s,Công ty Cổ phần Tập đoàn Thành Thái,Thanh Thai Group Joint Stock Company,KKC,,HNX,KKC,KKC,,hnx:4864,2022-02-18T12:28:41.151Z,2023-10-04T01:30:06.575Z,33798804000.0,5199816.0,,,
s,Công ty Cổ phần CNC Capital Việt Nam,CNC Capital Viet Nam Joint Stock Company,KSQ,,HNX,KSQ,KSQ,,hnx:22357,2022-02-18T12:28:41.152Z,2023-10-04T01:30:06.817Z,63000000000.0,30000000.0,,,
s,Công ty Cổ phần Tập đoàn Xây dựng SCG,SCG Construction Group Joint Stock Company,SCG,,HNX,SCG,SCG,,hnx:79982,2022-02-18T12:28:41.152Z,2023-10-04T01:30:06.897Z,5584500000000.0,85000000.0,,,
s,Công ty Cổ phần Khoáng sản Bắc Kạn,Bac Kan Minerals Joint Stock Company,BKC,,HNX,BKC,BKC,,hnx:7064,2022-02-18T12:28:41.153Z,2023-10-04T01:30:07.025Z,84511641600.0,11737728.0,,,
b,,,CII121029,,HNX,CII121029,CII121029,,hnx:80821,2022-02-18T12:31:08.573Z,2022-04-20T10:50:22.799Z,,,,,
b,,,NPM11911,,HNX,NPM11911,NPM11911,,hnx:80784,2022-02-18T12:31:08.576Z,2022-04-20T10:50:24.850Z,,,,,
s,Ngân hàng Thương mại Cổ phần Á Châu,Asia Commercial Joint Stock Bank,ACB,,HOSE,ACB,ACB,NGAN HANG TMCP A CHAU,hose:436,2022-04-07T03:00:04.675Z,2023-10-04T01:30:08.756Z,83895487732800.0,3884050358.0,,,
s,Công ty Cổ phần Tập đoàn Bamboo Capital,Bamboo Capital Group Joint Stock Company,BCG,,HOSE,BCG,BCG,CTCP BAMBOO CAPITAL,hose:218,2022-04-07T03:00:04.719Z,2023-10-04T01:30:10.048Z,4955914208380.0,533467622.0,,,
s,Công ty Cổ phần - Tổng công ty Nước - Môi trường Bình Dương,Binh Duong Water - Environment Corporation - Joint Stock Company,BWE,,HOSE,BWE,BWE,CTCP NUOC-MT BINH DUONG,hose:221,2022-04-07T03:00:04.725Z,2023-10-04T01:30:10.248Z,9009364000000.0,192920000.0,,,
s,Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật,Becamex Infrastructure Development Joint Stock Company,IJC,,HOSE,IJC,IJC,CTCP PT HA TANG KY THUAT,hose:1419,2022-04-07T03:00:04.698Z,2023-10-04T01:30:10.360Z,3412330496950.0,251832509.0,,,
s,Công ty Cổ phần Khoáng sản Công nghiệp Yên Bái,Yen Bai Industry Mineral Joint Stock Company,YBM,,HOSE,YBM,YBM,CTCP KHOANGSAN CN YEN BAI,hose:47,2022-04-07T03:00:04.702Z,2023-10-04T01:30:10.516Z,114685037600.0,14299880.0,,,
s,Công ty Cổ phần Nhựa An Phát Xanh,An Phat Bioplastics Joint Stock Company,AAA,,HOSE,AAA,AAA,CTCP NHUA&MT XANH AN PHAT,hose:21,2022-04-07T03:00:04.724Z,2023-10-04T01:30:10.656Z,3440470464000.0,382274496.0,,,
s,Công ty Cổ phần S.P.M,S.P.M Corporation,SPM,,HOSE,SPM,SPM,CTCP S.P.M,hose:2931,2022-04-07T03:00:04.690Z,2023-10-04T01:30:10.689Z,172125000000.0,13770000.0,,,
s,Ngân hàng Thương mại Cổ phần Phương Đông,Orient Commercial Joint Stock Bank,OCB,,HOSE,OCB,OCB,NH TMCP PHUONG DONG,hose:670,2022-04-07T03:00:04.725Z,2023-10-04T01:30:11.455Z,26712715822000.0,2054824294.0,,,
s,Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,Vietnam Construction And Import - Export Joint Stock Corporation,VCG,,HOSE,VCG,VCG,TONG CTCP XNK VA XD VN,hose:446,2022-04-07T03:00:04.706Z,2023-10-04T01:30:11.778Z,12533216303300.0,534465514.0,,,
s,Ngân hàng Thương mại Cổ phần Phát Triển Thành phố Hồ Chí Minh,Ho Chi Minh City Development Joint Stock Commercial Bank,HDB,,HOSE,HDB,HDB,NHTM CP PHAT TRIEN TPHCM,hose:1386,2022-04-07T03:00:04.723Z,2023-10-04T01:30:11.913Z,49462615431000.0,2892550610.0,,,
s,Công ty Cổ phần Tập đoàn Masan,Masan Group Corporation,MSN,,HOSE,MSN,MSN,CTCP TAP DOAN MA SAN,hose:2024,2022-04-07T03:00:04.723Z,2023-10-04T01:30:12.278Z,105882412044000.0,1430843406.0,,,
s,Công ty Cổ phần Cao su Đồng Phú,Dong Phu Rubber Joint Stock Company,DPR,,HOSE,DPR,DPR,CTCP CAO SU DONG PHU,hose:635,2022-04-07T03:00:04.733Z,2023-10-04T01:30:12.625Z,2706496781800.0,86885932.0,,,
s,Công ty Cổ phần Sonadezi Châu Đức,Sonadezi Chau Duc Shareholding Company,SZC,,HOSE,SZC,SZC,CTCP SONADEZI CHAU DUC,hose:67,2022-04-07T03:00:04.740Z,2023-10-04T01:30:12.643Z,4085998672050.0,119999961.0,,,
s,Công ty Cổ phần City Auto,City Auto Corporation,CTF,,HOSE,CTF,CTF,CTCP CITY AUTO,hose:606,2022-04-07T03:00:04.739Z,2023-10-04T01:30:13.668Z,2614053222250.0,79818419.0,,,
s,Công ty Cổ phần Xây dựng Phục Hưng Holdings,Phuc Hung Holdings Construction Joint Stock Company,PHC,,HOSE,PHC,PHC,CTCP XD PHUC HUNG HOLDING,hose:50,2022-04-07T03:00:04.743Z,2023-10-04T01:30:14.876Z,385182645200.0,50681927.0,,,
s,Công ty Cổ phần Chứng khoán Thiên Việt,Thien Viet Securities Joint-Stock Company,TVS,,HOSE,TVS,TVS,CTCP CK THIEN VIET,hose:3503,2022-04-07T03:00:04.745Z,2023-10-04T01:30:14.962Z,3298659849600.0,151314672.0,,,
s,Công ty Cổ phần Nhựa Hà Nội,HaNoi Plastics Joint Stock Company,NHH,,HOSE,NHH,NHH,CTCP NHUA HA NOI,hose:145,2022-04-07T03:00:04.731Z,2023-10-04T01:30:15.210Z,1217096000000.0,72880000.0,,,
s,Công ty Cổ phần Cấp nước Đồng Nai,Dong Nai Water Joint Stock Company,DNW,,UPCOM,DNW,DNW,,upcom:74359,2022-05-05T06:56:56.198Z,2023-10-04T01:30:15.772Z,3159480000000.0,120000000.0,,,
s,Công ty Cổ phần Hàng Tiêu Dùng MaSan,Masan Consumer Corporation,MCH,,UPCOM,MCH,MCH,,upcom:75503,2022-05-05T06:56:56.185Z,2023-10-04T01:30:15.875Z,54436036921270.0,716546491.0,,,
s,Công ty Cổ phần Vận tải và Chế biến Than Đông Bắc,Dong Bac Transport and Processing of Coal Joint Stock Company,VDB,,UPCOM,VDB,VDB,,upcom:77921,2022-05-05T06:56:56.184Z,2023-10-04T01:30:15.942Z,7810414200.0,8678238.0,,,
s,Tổng Công ty Chuyển phát nhanh Bưu điện - Công ty Cổ phần,VN Post Express Joint Stock Corporation,EMS,,UPCOM,EMS,EMS,,upcom:76827,2022-05-05T06:56:56.193Z,2023-10-04T01:30:16.210Z,470387456000.0,20999440.0,,,
s,Công ty Cổ phần Môi trường và Công trình đô thị Huế,Hue Urban Environment and Public Works Joint Stock Company,HEP,,UPCOM,HEP,HEP,,upcom:76782,2022-05-05T06:56:56.194Z,2023-10-04T01:30:16.517Z,76800000000.0,6000000.0,,,
s,Tổng Công ty Cổ phần Bảo hiểm Bảo Long,Bao Long Insurance Corporation,BLI,,UPCOM,BLI,BLI,,upcom:74080,2022-05-05T06:56:56.183Z,2023-10-04T01:30:16.640Z,803992951600.0,59999474.0,,,
s,Công ty Cổ phần Cơ khí Xây dựng AMECC,AMECC Mechanical Construction Joint Stock Company ,AMS,,UPCOM,AMS,AMS,,upcom:75639,2022-05-05T06:56:56.238Z,2023-10-04T01:30:16.933Z,590820000000.0,60000000.0,,,
s,Công ty Cổ phần Công Nghiệp và Xuất nhập khẩu Cao Su,Rubber Industry & Import- Export Joint Stock Company,RBC,,UPCOM,RBC,RBC,,upcom:74280,2022-05-05T06:56:56.235Z,2023-10-04T01:30:17.894Z,46547427600.0,9903708.0,,,
s,Công ty Cổ phần Xi măng và Khoáng sản Yên Bái,YenBai Cement and Minerals Joint Stock Company,YBC,,UPCOM,YBC,YBC,,upcom:4264,2022-05-05T06:56:56.228Z,2023-10-04T01:30:18.558Z,77709588000.0,11774180.0,,,
s,Công ty Cổ phần Vận tải biển Sài Gòn,Saigon Shipping Joint Stock Company,SGS,,UPCOM,SGS,SGS,,upcom:59992,2022-05-05T06:56:56.232Z,2023-10-04T01:30:18.741Z,259560000000.0,14420000.0,,,
s,Công ty Cổ phần Vận tải Xăng dầu Đồng Tháp,DongThap Petroleum Transportation Joint Stock Company,DOP,,UPCOM,DOP,DOP,,upcom:73879,2022-05-05T06:56:56.227Z,2023-10-04T01:30:18.935Z,50503465000.0,4719950.0,,,
